"ErrorDescription";"Pricebook2Id";"Product2Id";"UnitPrice";"UseStandardPrice";"sku_as_id__c"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlFAAU";"9.99";"False";"B6-5Y6C-E7N7"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlGAAU";"19.99";"False";"BI-4S5R-WNPT"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlHAAU";"14.99";"False";"C0-66V3-ZNZS"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlIAAU";"7.99";"False";"CS-4J08-RWKA"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlJAAU";"9.99";"False";"D1-BDF6-O2CX"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlKAAU";"10.99";"False";"D7-AR57-OPHF"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlLAAU";"14.99";"False";"DM-FYW5-6U86"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlMAAU";"19.99";"False";"DN-MNMI-NJQN"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlNAAU";"28.99";"False";"DU-7UQU-NPC0"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlOAAU";"10.99";"False";"ETY-BS-12"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlPAAU";"12.99";"False";"F6-KFH0-KFGN"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlQAAU";"7.99";"False";"fb"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlRAAU";"7.99";"False";"FBM- SLR2601-BLK-M"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlSAAU";"12.99";"False";"FBM- SLR7422-BLK/RED-12"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlTAAU";"7.99";"False";"FBM-SLR2601-BLK-L"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlUAAU";"7.99";"False";"FBM-SLR2601-BLK-XL"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlVAAU";"7.99";"False";"FBM-SLR-MFW140-WHT-12"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlWAAU";"7.99";"False";"FL-PN0I-V517"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlXAAU";"11.99";"False";"FN-39VW-ZJNR"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlYAAU";"17.99";"False";"GT-2WLJ-HBN8"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlZAAU";"9.99";"False";"GY-Q0ES-TELC"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlaAAE";"14.99";"False";"HT-H18E-1T6F"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlbAAE";"12.99";"False";"HV-QX5X-PMLM"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlcAAE";"59.95";"False";"IR-7HGI-RCV8"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQldAAE";"14.99";"False";"IX-OAUR-3S6X"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQleAAE";"12.99";"False";"J3-QRG9-J032"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlfAAE";"14.99";"False";"J4-D0C0-FZHK"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlgAAE";"12.99";"False";"JY-UKK8-FROJ"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlhAAE";"12.99";"False";"K3-1FQ6-LTJ0"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQliAAE";"8.41";"False";"KJ-L4KR-DI6W"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQljAAE";"0";"False";"kjwhqwjkefl"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlkAAE";"12.99";"False";"L4-AU9R-I4ZZ"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQllAAE";"14.99";"False";"LL-NGCK-H1AY"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlmAAE";"12.99";"False";"M5-NGRL-FVD5"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlnAAE";"7.99";"False";"MH-7N8M-9I54"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQloAAE";"509.99";"False";"MT-FA8I-HZCD"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlpAAE";"12.99";"False";"MZ-A1CU-C3VR"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlqAAE";"9.99";"False";"N1-DP0R-CEFV"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlrAAE";"11.99";"False";"NL-LYI8-PGWQ"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlsAAE";"14.99";"False";"NN-SOSL-K53B"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQltAAE";"12.99";"False";"PE-RACV-E8FT"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQluAAE";"9.99";"False";"PF-BFIT-5WDQ"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlvAAE";"14.99";"False";"PF-YDWR-5LG9"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlwAAE";"29.95";"False";"PU-0F55-0D8K"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlxAAE";"9.99";"False";"PY-T3LI-B3PY"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlyAAE";"12.99";"False";"PY-X7NL-L8PF"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQlzAAE";"14.99";"False";"QF-THRA-D9Y0"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQm0AAE";"6.99";"False";"QL-TZO2-IG5M"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQm1AAE";"14.99";"False";"RG-OP4H-YCR1"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQm2AAE";"12.99";"False";"SP-79LM-EZWX"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQm3AAE";"12.99";"False";"SV-8SE2-GM2U"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQm4AAE";"7.99";"False";"SW-70M8-26AJ"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQm5AAE";"14.99";"False";"SW-EJVK-OKRV"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQm6AAE";"12.99";"False";"T9-JX0W-3401"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQm7AAE";"14.99";"False";"TL-NVI9-FFAG"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQm8AAE";"14.99";"False";"TQ-7OZ5-U2SL"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQm9AAE";"14.99";"False";"TU-GN7S-OMYL"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmAAAU";"12.99";"False";"TU-SB8I-MPLC"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmBAAU";"14.99";"False";"TV-FC8A-93HT"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmCAAU";"14.99";"False";"U5-371Z-FEFI"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmDAAU";"11.18";"False";"U9-KQEC-BZEK"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmEAAU";"14.99";"False";"UK-WAKJ-AFUW"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmFAAU";"3";"False";"UQ-GAIX-Z3C7"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmGAAU";"12.99";"False";"VG-E7HQ-0M3D"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmHAAU";"12.99";"False";"VJ-PKRQ-JNP8"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmIAAU";"69.99";"False";"VX-18SJ-BCQK"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmJAAU";"9.99";"False";"X1-U5YJ-8JR0"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmKAAU";"12.99";"False";"X7-SEJ5-6HIV"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmLAAU";"12.99";"False";"XV-RBU8-5R55"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmMAAU";"12.99";"False";"XZ-YNBL-89NN"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmNAAU";"7.99";"False";"Y5-TSEB-JLV4"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmOAAU";"9.99";"False";"YR-LUZJ-RIVM"
"Attempting to update (as part of an upsert) parent field Pricebook2Id with new value 01s3k000002UJ8oAAG, current value is 01s3k000002Tcq5AAC";"01s3k000002UJ8oAAG";"01t3k000005qQmPAAU";"12.99";"False";"ZJ-39GB-BJRV"
