"ID","FULFILLMENT SKU","IMAGE URL","NAME","SKU","UPC","WEIGHT UNITS","PRODUCT ID","QUANTITY","SHIPPING AMOUNT","TAX AMOUNT","UNIT PRICE","WEIGHT VALUE","MARKETPLACE","SHIPSTATION_ORDERNUMBER_AS_ID","ORDERNUMBER_SKU_AS_ID","STATUS"
"a003k00000Tq2LEAAZ","","https://i.ebayimg.com/00/s/MTYwMFgxMDUx/z/xmgAAOSwcTddSvAp/$_1.JPG?set_id=8800005007","6 Pack Teeth Ball for Dog and Pets with Funny Human Smile Ball Squeaky Chew Toy","TU-SB8I-MPLC","","","","1","4.06","1.04","12.99","","eBay","189","189-TU-SB8I-MPLC","Item Created"
"a003k00000Tq2LFAAZ","","https://i.ebayimg.com/00/s/OTA0WDEwODA=/z/OaYAAOSwBYddYBKb/$_57.JPG?set_id=8800005007","Custom Photo Blanket Personalized Bedding - Children, Adults, Gifts (60 x 43 in)","","","","","1","0","2.28","37.99","","eBay","190","190-A-1177","Item Created"
"a003k00000Tq2LGAAZ","","https://i.etsystatic.com/20979998/r/il/b99cd7/2033914335/il_fullxfull.2033914335_e9ue.jpg","Custom Photo Blanket Personalized With A Photo, Logo Or Design. Comfy Cute Picture Blanket Also Great For Picnics And Beach","717635182","","","","1","0","5.78","70","","Etsy","1525815319","1525815319-717635182","Item Created"
"a003k00000Tq2LHAAZ","","http://ecx.images-amazon.com/images/I/413yS8WWG0L.jpg","Comfort Food Creations Burrito Wrap Novelty Blanket - Perfectly Round Tortilla Throw (5' Diameter)","WA-WDLV-QOZB","","","","1","7.25","0","22.99","","Amazon","112-8586795-6440228","112-8586795-6440228-WA-WDLV-QOZB","Item Created"
"a003k00000Tq2LIAAZ","","https://i.etsystatic.com/20979998/r/il/b99cd7/2033914335/il_fullxfull.2033914335_e9ue.jpg","Custom Photo Blanket Personalized With A Photo, Logo Or Design. Comfy Cute Picture Blanket Also Great For Picnics And Beach","717635182","","","","1","0","4.19","50","","Etsy","1517010044","1517010044-717635182","Item Created"
"a003k00000Tq2LJAAZ","","https://i.etsystatic.com/20979998/r/il/b99cd7/2033914335/il_fullxfull.2033914335_e9ue.jpg","Custom Photo Blanket Personalized With A Photo, Logo Or Design. Comfy Cute Picture Blanket Also Great For Picnics And Beach","717635182","","","","1","0","5.27","70","","Etsy","1516915862","1516915862-717635182","Item Created"
"a003k00000Tq2LKAAZ","","https://i.etsystatic.com/20979998/r/il/907d5e/2047315951/il_fullxfull.2047315951_m576.jpg","Pizza Blanket - Realistic Pepperoni Pizza Shaped Blanket for Adults AND Kids!","717631862","","","","1","0","2.75","50","","Etsy","1517061296","1517061296-717631862","Item Created"
"a003k00000Tq2LLAAZ","","http://ecx.images-amazon.com/images/I/413yS8WWG0L.jpg","Comfort Food Creations Burrito Wrap Novelty Blanket - Perfectly Round Tortilla Throw (5' Diameter)","WA-WDLV-QOZB","","","","1","7.55","1.78","22.99","","Amazon","112-4074854-5569029","112-4074854-5569029-WA-WDLV-QOZB","Item Created"
"a003k00000Tq2LMAAZ","","","","","","","","","3.09","0","","","ShipStation","MAN200002","MAN200002-A-1184","Item Created"
"a003k00000Tq2LNAAZ","","","","","","","","","2.76","0","","","ShipStation","MAN200003","MAN200003-A-1185","Item Created"
"a003k00000Tq2LOAAZ","","","","","","","","","2.84","0","","","ShipStation","MAN200004","MAN200004-A-1186","Item Created"
"a003k00000Tq2LPAAZ","","https://i.etsystatic.com/20979998/r/il/b99cd7/2033914335/il_fullxfull.2033914335_e9ue.jpg","Custom Photo Blanket Personalized With A Photo, Logo Or Design. Comfy Cute Picture Blanket Also Great For Picnics And Beach","717635182","","","","1","0","0","50","","Etsy","1519596890","1519596890-717635182","Item Created"
"a003k00000Tq2LQAAZ","","","","","","","","","2.76","0","","","ShipStation","MAN200005","MAN200005-A-1188","Item Created"
"a003k00000Tq2LRAAZ","","http://ecx.images-amazon.com/images/I/41qfCxz-vPL.jpg","Two Scents Dark Patchouli Essential Oil - 100% Pure & Natural Premium Therapeutic Grade Oil - Use for Nebulizer, Ultrasonic Diffuser, Skin, Perfume, Lip Balm, Fragrance, Moisturizer, Relax (10 mL)","B07L42TMFJ","","","","1","2.76","0","10.95","","Amazon","113-1847617-4583427","113-1847617-4583427-B07L42TMFJ","Item Created"
"a003k00000Tq2LSAAZ","","","","","","","","","2.76","0","","","ShipStation","MAN200006","MAN200006-A-1190","Item Created"
"a003k00000Tq2LTAAZ","","","","","","","","","3.09","0","","","ShipStation","MAN200007","MAN200007-A-1191","Item Created"
"a003k00000Tq2LUAAZ","","http://ecx.images-amazon.com/images/I/51EFjkHfNhL.jpg","Two Scents Essential Oils Top 8 Aromatherapy Essential Oils 100% Pure Therapeutic Grade Essential Oils Set Lavender/Peppermint/Tea Tree/Orange/Eucalyptus/Lemongrass/Frankincense/Rosemary 10 mL Oil","B07MJCTJYZ","","","","1","5.12","0","19.99","","Amazon","112-1067490-0369036","112-1067490-0369036-B07MJCTJYZ","Item Created"
"a003k00000Tq2LVAAZ","","","","","","","","","9.7","0","","","ShipStation","MAN200008","MAN200008-A-1193","Item Created"
"a003k00000Tq2LWAAZ","","http://ecx.images-amazon.com/images/I/41%2BQcz8BEXL.jpg","Two Scents Balsam Fir Essential Oil - 100% Pure & Natural Premium Therapeutic Grade Oil - Use for Nebulizer, Ultrasonic Diffuser, Skin, Perfume, Lip Balm, Fragrance, Moisturizer, Relaxation (10 mL)","B07L3ZY95V","","","","1","0","0.9","11.95","","Amazon","112-1277482-1409850","112-1277482-1409850-B07L3ZY95V","Item Created"
